N,0*Qc(i),1*Qc(i-1),2*Qc(i-2),3*Qc(i-3),4*Qc(i-4),5*Qk(i),6*Qk(i-1),7*Qk(i-2),8*Qk(i-3),9*Qk(i-4),10*Qk(i+1)
1751,24.219,27.739,32.094,36.598,40.6,26.346,30.088,32.729,37.441,42.5,23.816
1752,22.902,24.219,27.739,32.094,36.598,23.816,26.346,30.088,32.729,37.441,25.848
1753,24.121,22.902,24.219,27.739,32.094,25.848,23.816,26.346,30.088,32.729,28.689
1754,40.351,24.121,22.902,24.219,27.739,28.689,25.848,23.816,26.346,30.088,60.8
1755,214.265,40.351,24.121,22.902,24.219,60.8,28.689,25.848,23.816,26.346,449.548
1756,1191.386,214.265,40.351,24.121,22.902,449.548,60.8,28.689,25.848,23.816,764.165
1757,1068.455,1191.386,214.265,40.351,24.121,764.165,449.548,60.8,28.689,25.848,577.113
1758,547.705,1068.455,1191.386,214.265,40.351,577.113,764.165,449.548,60.8,28.689,402.219
1759,378.877,547.705,1068.455,1191.386,214.265,402.219,577.113,764.165,449.548,60.8,407.909
1760,467.593,378.877,547.705,1068.455,1191.386,407.909,402.219,577.113,764.165,449.548,374.232
1761,355.094,467.593,378.877,547.705,1068.455,374.232,407.909,402.219,577.113,764.165,272.04
1762,261.774,355.094,467.593,378.877,547.705,272.04,374.232,407.909,402.219,577.113,210.095
1763,204.935,261.774,355.094,467.593,378.877,210.095,272.04,374.232,407.909,402.219,168.58
1764,169.434,204.935,261.774,355.094,467.593,168.58,210.095,272.04,374.232,407.909,143.922
1765,147.139,169.434,204.935,261.774,355.094,143.922,168.58,210.095,272.04,374.232,125.709
1766,130.198,147.139,169.434,204.935,261.774,125.709,143.922,168.58,210.095,272.04,115.276
1767,119.609,130.198,147.139,169.434,204.935,115.276,125.709,143.922,168.58,210.095,112.055
1768,122.02,119.609,130.198,147.139,169.434,112.055,115.276,125.709,143.922,168.58,118.401
1769,123.154,122.02,119.609,130.198,147.139,118.401,112.055,115.276,125.709,143.922,127.698
1770,107.621,123.154,122.02,119.609,130.198,127.698,118.401,112.055,115.276,125.709,242.128
1771,251.909,107.621,123.154,122.02,119.609,242.128,127.698,118.401,112.055,115.276,1061.109
1772,521.375,251.909,107.621,123.154,122.02,1061.109,242.128,127.698,118.401,112.055,695.373
1773,548.546,521.375,251.909,107.621,123.154,695.373,1061.109,242.128,127.698,118.401,445.632
1774,367.068,548.546,521.375,251.909,107.621,445.632,695.373,1061.109,242.128,127.698,343.247
1775,285.511,367.068,548.546,521.375,251.909,343.247,445.632,695.373,1061.109,242.128,307.894
1776,256.402,285.511,367.068,548.546,521.375,307.894,343.247,445.632,695.373,1061.109,285.946
1777,231.963,256.402,285.511,367.068,548.546,285.946,307.894,343.247,445.632,695.373,355.706
1778,297.154,231.963,256.402,285.511,367.068,355.706,285.946,307.894,343.247,445.632,442.518
1779,273.405,297.154,231.963,256.402,285.511,442.518,355.706,285.946,307.894,343.247,347.735
1780,248.359,273.405,297.154,231.963,256.402,347.735,442.518,355.706,285.946,307.894,281.362
1781,238.286,248.359,273.405,297.154,231.963,281.362,347.735,442.518,355.706,285.946,229.836
1782,196.359,238.286,248.359,273.405,297.154,229.836,281.362,347.735,442.518,355.706,203.193
1783,168.366,196.359,238.286,248.359,273.405,203.193,229.836,281.362,347.735,442.518,184.982
1784,146.893,168.366,196.359,238.286,248.359,184.982,203.193,229.836,281.362,347.735,167.783
1785,129.131,146.893,168.366,196.359,238.286,167.783,184.982,203.193,229.836,281.362,163.132
1786,127.263,129.131,146.893,168.366,196.359,163.132,167.783,184.982,203.193,229.836,174.813
1787,132.126,127.263,129.131,146.893,168.366,174.813,163.132,167.783,184.982,203.193,169.328
1788,123.363,132.126,127.263,129.131,146.893,169.328,174.813,163.132,167.783,184.982,150.414
1789,108.472,123.363,132.126,127.263,129.131,150.414,169.328,174.813,163.132,167.783,131.321
1822,90.073,83.22,72.433,51.183,54.492,188.785,52.994,35.561,35.26,38.231,143.169
1823,69.997,90.073,83.22,72.433,51.183,143.169,188.785,52.994,35.561,35.26,101.415
1824,56.162,69.997,90.073,83.22,72.433,101.415,143.169,188.785,52.994,35.561,76.194
1825,46.865,56.162,69.997,90.073,83.22,76.194,101.415,143.169,188.785,52.994,60.761
1826,41.288,46.865,56.162,69.997,90.073,60.761,76.194,101.415,143.169,188.785,52.484
1827,37.338,41.288,46.865,56.162,69.997,52.484,60.761,76.194,101.415,143.169,46.233
1828,32.89,37.338,41.288,46.865,56.162,46.233,52.484,60.761,76.194,101.415,41.164
1829,29.319,32.89,37.338,41.288,46.865,41.164,46.233,52.484,60.761,76.194,35.618
1830,26.625,29.319,32.89,37.338,41.288,35.618,41.164,46.233,52.484,60.761,31.937
1831,25.446,26.625,29.319,32.89,37.338,31.937,35.618,41.164,46.233,52.484,30.381
1832,24.887,25.446,26.625,29.319,32.89,30.381,31.937,35.618,41.164,46.233,27.002
1833,24.484,24.887,25.446,26.625,29.319,27.002,30.381,31.937,35.618,41.164,25.79
1834,22.858,24.484,24.887,25.446,26.625,25.79,27.002,30.381,31.937,35.618,28.517
1835,20.037,22.858,24.484,24.887,25.446,28.517,25.79,27.002,30.381,31.937,27.733
1836,16.422,20.037,22.858,24.484,24.887,27.733,28.517,25.79,27.002,30.381,23.015
1837,13.936,16.422,20.037,22.858,24.484,23.015,27.733,28.517,25.79,27.002,17.846
1838,12.823,13.936,16.422,20.037,22.858,17.846,23.015,27.733,28.517,25.79,13.521
1839,11.526,12.823,13.936,16.422,20.037,13.521,17.846,23.015,27.733,28.517,10.744
1840,10.258,11.526,12.823,13.936,16.422,10.744,13.521,17.846,23.015,27.733,9.233
1841,9.391,10.258,11.526,12.823,13.936,9.233,10.744,13.521,17.846,23.015,8.619
1842,10.159,9.391,10.258,11.526,12.823,8.619,9.233,10.744,13.521,17.846,8.738
1843,15.316,10.159,9.391,10.258,11.526,8.738,8.619,9.233,10.744,13.521,10.096
1844,20.456,15.316,10.159,9.391,10.258,10.096,8.738,8.619,9.233,10.744,7.717
1845,23.429,20.456,15.316,10.159,9.391,7.717,10.096,8.738,8.619,9.233,6.305
1846,23.789,23.429,20.456,15.316,10.159,6.305,7.717,10.096,8.738,8.619,5.48
1847,21.928,23.789,23.429,20.456,15.316,5.48,6.305,7.717,10.096,8.738,5.384
1848,22.116,21.928,23.789,23.429,20.456,5.384,5.48,6.305,7.717,10.096,5.604
1849,21.952,22.116,21.928,23.789,23.429,5.604,5.384,5.48,6.305,7.717,12.215
1850,40.137,21.952,22.116,21.928,23.789,12.215,5.604,5.384,5.48,6.305,31.202
1851,95.015,40.137,21.952,22.116,21.928,31.202,12.215,5.604,5.384,5.48,145.108
1852,452.806,95.015,40.137,21.952,22.116,145.108,31.202,12.215,5.604,5.384,221.536
1853,1097.112,452.806,95.015,40.137,21.952,221.536,145.108,31.202,12.215,5.604,254.699
1854,503.107,1097.112,452.806,95.015,40.137,254.699,221.536,145.108,31.202,12.215,158.009
1855,341.071,503.107,1097.112,452.806,95.015,158.009,254.699,221.536,145.108,31.202,118.38
1856,244.229,341.071,503.107,1097.112,452.806,118.38,158.009,254.699,221.536,145.108,96.28
1857,181.387,244.229,341.071,503.107,1097.112,96.28,118.38,158.009,254.699,221.536,78.513
1858,148.215,181.387,244.229,341.071,503.107,78.513,96.28,118.38,158.009,254.699,82.642
1859,335.667,148.215,181.387,244.229,341.071,82.642,78.513,96.28,118.38,158.009,988.352
1860,5571.393,335.667,148.215,181.387,244.229,988.352,82.642,78.513,96.28,118.38,1432.163
1861,2916.293,5571.393,335.667,148.215,181.387,1432.163,988.352,82.642,78.513,96.28,834.115
1862,1230.827,2916.293,5571.393,335.667,148.215,834.115,1432.163,988.352,82.642,78.513,506.358
1863,702.396,1230.827,2916.293,5571.393,335.667,506.358,834.115,1432.163,988.352,82.642,360.064
1864,479.93,702.396,1230.827,2916.293,5571.393,360.064,506.358,834.115,1432.163,988.352,280.333
1865,360.265,479.93,702.396,1230.827,2916.293,280.333,360.064,506.358,834.115,1432.163,220.086
1866,284.478,360.265,479.93,702.396,1230.827,220.086,280.333,360.064,506.358,834.115,180.756
1867,233.751,284.478,360.265,479.93,702.396,180.756,220.086,280.333,360.064,506.358,151.784
1868,209.832,233.751,284.478,360.265,479.93,151.784,180.756,220.086,280.333,360.064,131.972
1869,185.821,209.832,233.751,284.478,360.265,131.972,151.784,180.756,220.086,280.333,122.476
1870,163.548,185.821,209.832,233.751,284.478,122.476,131.972,151.784,180.756,220.086,109.71
1871,144.767,163.548,185.821,209.832,233.751,109.71,122.476,131.972,151.784,180.756,98.81
1872,133.23,144.767,163.548,185.821,209.832,98.81,109.71,122.476,131.972,151.784,86.205
1873,118.395,133.23,144.767,163.548,185.821,86.205,98.81,109.71,122.476,131.972,75.746
1874,106.847,118.395,133.23,144.767,163.548,75.746,86.205,98.81,109.71,122.476,67.589
1875,99.719,106.847,118.395,133.23,144.767,67.589,75.746,86.205,98.81,109.71,59.328
1876,95.613,99.719,106.847,118.395,133.23,59.328,67.589,75.746,86.205,98.81,54.957
1877,90.639,95.613,99.719,106.847,118.395,54.957,59.328,67.589,75.746,86.205,124.363
1878,206.671,90.639,95.613,99.719,106.847,124.363,54.957,59.328,67.589,75.746,338.88
1879,782.26,206.671,90.639,95.613,99.719,338.88,124.363,54.957,59.328,67.589,348.425
1880,546.518,782.26,206.671,90.639,95.613,348.425,338.88,124.363,54.957,59.328,213.706
1881,338.043,546.518,782.26,206.671,90.639,213.706,348.425,338.88,124.363,54.957,151.729
1882,249.792,338.043,546.518,782.26,206.671,151.729,213.706,348.425,338.88,124.363,125.292
1883,201.76,249.792,338.043,546.518,782.26,125.292,151.729,213.706,348.425,338.88,108.741
1884,195.978,201.76,249.792,338.043,546.518,108.741,125.292,151.729,213.706,348.425,154.507
1885,175.333,195.978,201.76,249.792,338.043,154.507,108.741,125.292,151.729,213.706,129.128
1886,171.084,175.333,195.978,201.76,249.792,129.128,154.507,108.741,125.292,151.729,111.549
1887,159.431,171.084,175.333,195.978,201.76,111.549,129.128,154.507,108.741,125.292,98.456
1888,144.58,159.431,171.084,175.333,195.978,98.456,111.549,129.128,154.507,108.741,104.168
1889,140.257,144.58,159.431,171.084,175.333,104.168,98.456,111.549,129.128,154.507,114.379
1890,214.493,140.257,144.58,159.431,171.084,114.379,104.168,98.456,111.549,129.128,108.31
1891,198.701,214.493,140.257,144.58,159.431,108.31,114.379,104.168,98.456,111.549,107.984
1892,167.575,198.701,214.493,140.257,144.58,107.984,108.31,114.379,104.168,98.456,88.946
1893,144.079,167.575,198.701,214.493,140.257,88.946,107.984,108.31,114.379,104.168,77.756
1894,129.902,144.079,167.575,198.701,214.493,77.756,88.946,107.984,108.31,114.379,67.444
1895,119.281,129.902,144.079,167.575,198.701,67.444,77.756,88.946,107.984,108.31,60.871
1896,109.404,119.281,129.902,144.079,167.575,60.871,67.444,77.756,88.946,107.984,54.989
1897,101.789,109.404,119.281,129.902,144.079,54.989,60.871,67.444,77.756,88.946,49.506
1898,94.413,101.789,109.404,119.281,129.902,49.506,54.989,60.871,67.444,77.756,45.429
1899,88.174,94.413,101.789,109.404,119.281,45.429,49.506,54.989,60.871,67.444,41.898
1900,81.925,88.174,94.413,101.789,109.404,41.898,45.429,49.506,54.989,60.871,38.52
1901,76.755,81.925,88.174,94.413,101.789,38.52,41.898,45.429,49.506,54.989,38.278
1902,79.033,76.755,81.925,88.174,94.413,38.278,38.52,41.898,45.429,49.506,44.102
1903,135.739,79.033,76.755,81.925,88.174,44.102,38.278,38.52,41.898,45.429,45.923
1904,211.703,135.739,79.033,76.755,81.925,45.923,44.102,38.278,38.52,41.898,50.244
1905,217.609,211.703,135.739,79.033,76.755,50.244,45.923,44.102,38.278,38.52,61.639
1906,173.391,217.609,211.703,135.739,79.033,61.639,50.244,45.923,44.102,38.278,56.435
1907,148.726,173.391,217.609,211.703,135.739,56.435,61.639,50.244,45.923,44.102,57.024
1908,149.679,148.726,173.391,217.609,211.703,57.024,56.435,61.639,50.244,45.923,78.046
1909,179.719,149.679,148.726,173.391,217.609,78.046,57.024,56.435,61.639,50.244,117.545
1910,184.467,179.719,149.679,148.726,173.391,117.545,78.046,57.024,56.435,61.639,116.437
1911,151.187,184.467,179.719,149.679,148.726,116.437,117.545,78.046,57.024,56.435,86.237
1912,132.89,151.187,184.467,179.719,149.679,86.237,116.437,117.545,78.046,57.024,68.883
1913,118.479,132.89,151.187,184.467,179.719,68.883,86.237,116.437,117.545,78.046,58.682
1914,107.327,118.479,132.89,151.187,184.467,58.682,68.883,86.237,116.437,117.545,51.542
1915,98.025,107.327,118.479,132.89,151.187,51.542,58.682,68.883,86.237,116.437,46.818
1916,97.242,98.025,107.327,118.479,132.89,46.818,51.542,58.682,68.883,86.237,43.452
1917,92.008,97.242,98.025,107.327,118.479,43.452,46.818,51.542,58.682,68.883,40.793
1918,84.33,92.008,97.242,98.025,107.327,40.793,43.452,46.818,51.542,58.682,38.459
1919,79.714,84.33,92.008,97.242,98.025,38.459,40.793,43.452,46.818,51.542,36.392
1920,73.985,79.714,84.33,92.008,97.242,36.392,38.459,40.793,43.452,46.818,45.851
1921,85.084,73.985,79.714,84.33,92.008,45.851,36.392,38.459,40.793,43.452,55.02
1922,115.493,85.084,73.985,79.714,84.33,55.02,45.851,36.392,38.459,40.793,55.303
1923,116.964,115.493,85.084,73.985,79.714,55.303,55.02,45.851,36.392,38.459,60.345
1924,106.01,116.964,115.493,85.084,73.985,60.345,55.303,55.02,45.851,36.392,53.709
1925,94.701,106.01,116.964,115.493,85.084,53.709,60.345,55.303,55.02,45.851,46.468
1926,86.233,94.701,106.01,116.964,115.493,46.468,53.709,60.345,55.303,55.02,41.713
1927,80.952,86.233,94.701,106.01,116.964,41.713,46.468,53.709,60.345,55.303,43.601
1928,83.86,80.952,86.233,94.701,106.01,43.601,41.713,46.468,53.709,60.345,52.198
1929,100.561,83.86,80.952,86.233,94.701,52.198,43.601,41.713,46.468,53.709,45.641
1930,94.218,100.561,83.86,80.952,86.233,45.641,52.198,43.601,41.713,46.468,37.9
1931,84.3,94.218,100.561,83.86,80.952,37.9,45.641,52.198,43.601,41.713,38.506
1932,74.627,84.3,94.218,100.561,83.86,38.506,37.9,45.641,52.198,43.601,51.284
1933,77.143,74.627,84.3,94.218,100.561,51.284,38.506,37.9,45.641,52.198,44.222
1934,75.287,77.143,74.627,84.3,94.218,44.222,51.284,38.506,37.9,45.641,37.566
1935,69.379,75.287,77.143,74.627,84.3,37.566,44.222,51.284,38.506,37.9,36.784
1936,61.387,69.379,75.287,77.143,74.627,36.784,37.566,44.222,51.284,38.506,34.117
1937,56.98,61.387,69.379,75.287,77.143,34.117,36.784,37.566,44.222,51.284,31.353
1938,56.372,56.98,61.387,69.379,75.287,31.353,34.117,36.784,37.566,44.222,28.806
1939,55.476,56.372,56.98,61.387,69.379,28.806,31.353,34.117,36.784,37.566,26.671
1940,54.346,55.476,56.372,56.98,61.387,26.671,28.806,31.353,34.117,36.784,25.703
1941,52.481,54.346,55.476,56.372,56.98,25.703,26.671,28.806,31.353,34.117,25.236
1942,50.725,52.481,54.346,55.476,56.372,25.236,25.703,26.671,28.806,31.353,24.357
1943,49.302,50.725,52.481,54.346,55.476,24.357,25.236,25.703,26.671,28.806,23.291
1944,47.347,49.302,50.725,52.481,54.346,23.291,24.357,25.236,25.703,26.671,22.021
1945,45.575,47.347,49.302,50.725,52.481,22.021,23.291,24.357,25.236,25.703,21.013
1946,43.919,45.575,47.347,49.302,50.725,21.013,22.021,23.291,24.357,25.236,19.897
1947,41.948,43.919,45.575,47.347,49.302,19.897,21.013,22.021,23.291,24.357,18.269
1948,40.284,41.948,43.919,45.575,47.347,18.269,19.897,21.013,22.021,23.291,16.685
1949,39.035,40.284,41.948,43.919,45.575,16.685,18.269,19.897,21.013,22.021,15.362
1950,38.392,39.035,40.284,41.948,43.919,15.362,16.685,18.269,19.897,21.013,14.211
1951,38.24,38.392,39.035,40.284,41.948,14.211,15.362,16.685,18.269,19.897,13.398
1952,38.024,38.24,38.392,39.035,40.284,13.398,14.211,15.362,16.685,18.269,13.183
1953,37.999,38.024,38.24,38.392,39.035,13.183,13.398,14.211,15.362,16.685,13.62
1954,38.346,37.999,38.024,38.24,38.392,13.62,13.183,13.398,14.211,15.362,14.196
1955,40.18,38.346,37.999,38.024,38.24,14.196,13.62,13.183,13.398,14.211,13.509
1956,40.355,40.18,38.346,37.999,38.024,13.509,14.196,13.62,13.183,13.398,12.676
1957,40.398,40.355,40.18,38.346,37.999,12.676,13.509,14.196,13.62,13.183,12.513
1958,40.048,40.398,40.355,40.18,38.346,12.513,12.676,13.509,14.196,13.62,12.428
1959,38.554,40.048,40.398,40.355,40.18,12.428,12.513,12.676,13.509,14.196,12.44
1960,37.377,38.554,40.048,40.398,40.355,12.44,12.428,12.513,12.676,13.509,12.259
1961,37.252,37.377,38.554,40.048,40.398,12.259,12.44,12.428,12.513,12.676,11.693
1962,37.121,37.252,37.377,38.554,40.048,11.693,12.259,12.44,12.428,12.513,11.089
1963,37.985,37.121,37.252,37.377,38.554,11.089,11.693,12.259,12.44,12.428,11.007
1964,38.358,37.985,37.121,37.252,37.377,11.007,11.089,11.693,12.259,12.44,11.701
1965,39.339,38.358,37.985,37.121,37.252,11.701,11.007,11.089,11.693,12.259,12.123
1966,40,39.339,38.358,37.985,37.121,12.123,11.701,11.007,11.089,11.693,13.674
1967,39.257,40,39.339,38.358,37.985,13.674,12.123,11.701,11.007,11.089,15.444
1968,38.869,39.257,40,39.339,38.358,15.444,13.674,12.123,11.701,11.007,16.417
1969,38.113,38.869,39.257,40,39.339,16.417,15.444,13.674,12.123,11.701,15.869
1970,36.483,38.113,38.869,39.257,40,15.869,16.417,15.444,13.674,12.123,15.417
1971,34.466,36.483,38.113,38.869,39.257,15.417,15.869,16.417,15.444,13.674,15.334
1972,33.096,34.466,36.483,38.113,38.869,15.334,15.417,15.869,16.417,15.444,13.488
1973,31.095,33.096,34.466,36.483,38.113,13.488,15.334,15.417,15.869,16.417,11.445
1974,29.772,31.095,33.096,34.466,36.483,11.445,13.488,15.334,15.417,15.869,10.294
1975,28.458,29.772,31.095,33.096,34.466,10.294,11.445,13.488,15.334,15.417,9.271
1976,27.053,28.458,29.772,31.095,33.096,9.271,10.294,11.445,13.488,15.334,8.794
1977,26.441,27.053,28.458,29.772,31.095,8.794,9.271,10.294,11.445,13.488,8.513
1978,26.421,26.441,27.053,28.458,29.772,8.513,8.794,9.271,10.294,11.445,8.199
1979,25.985,26.421,26.441,27.053,28.458,8.199,8.513,8.794,9.271,10.294,8.077
1980,25.924,25.985,26.421,26.441,27.053,8.077,8.199,8.513,8.794,9.271,7.976
1981,25.785,25.924,25.985,26.421,26.441,7.976,8.077,8.199,8.513,8.794,8.012
1982,26.121,25.785,25.924,25.985,26.421,8.012,7.976,8.077,8.199,8.513,7.98
1983,26.443,26.121,25.785,25.924,25.985,7.98,8.012,7.976,8.077,8.199,7.832
1984,26.346,26.443,26.121,25.785,25.924,7.832,7.98,8.012,7.976,8.077,7.674
1985,25.503,26.346,26.443,26.121,25.785,7.674,7.832,7.98,8.012,7.976,7.64
1986,25.107,25.503,26.346,26.443,26.121,7.64,7.674,7.832,7.98,8.012,7.559
1987,27.201,25.107,25.503,26.346,26.443,7.559,7.64,7.674,7.832,7.98,7.611
1988,25.33,27.201,25.107,25.503,26.346,7.611,7.559,7.64,7.674,7.832,7.99
1989,25.186,25.33,27.201,25.107,25.503,7.99,7.611,7.559,7.64,7.674,9.005
1990,28.748,25.186,25.33,27.201,25.107,9.005,7.99,7.611,7.559,7.64,9.39
1991,32.12,28.748,25.186,25.33,27.201,9.39,9.005,7.99,7.611,7.559,10.347
1992,36.862,32.12,28.748,25.186,25.33,10.347,9.39,9.005,7.99,7.611,10.654
1993,36.392,36.862,32.12,28.748,25.186,10.654,10.347,9.39,9.005,7.99,11.549
1994,37.202,36.392,36.862,32.12,28.748,11.549,10.654,10.347,9.39,9.005,18.515
1995,33.931,37.202,36.392,36.862,32.12,18.515,11.549,10.654,10.347,9.39,22.004
1996,30.06,33.931,37.202,36.392,36.862,22.004,18.515,11.549,10.654,10.347,22.424
1997,28.759,30.06,33.931,37.202,36.392,22.424,22.004,18.515,11.549,10.654,20.052
1998,28.461,28.759,30.06,33.931,37.202,20.052,22.424,22.004,18.515,11.549,18.072
1999,27.25,28.461,28.759,30.06,33.931,18.072,20.052,22.424,22.004,18.515,15.519
2000,26.414,27.25,28.461,28.759,30.06,15.519,18.072,20.052,22.424,22.004,13.445
2001,26.451,26.414,27.25,28.461,28.759,13.445,15.519,18.072,20.052,22.424,12.764
2002,27.807,26.451,26.414,27.25,28.461,12.764,13.445,15.519,18.072,20.052,13.752
2003,30.019,27.807,26.451,26.414,27.25,13.752,12.764,13.445,15.519,18.072,19.144
2004,33.29,30.019,27.807,26.451,26.414,19.144,13.752,12.764,13.445,15.519,30.704
2005,38.598,33.29,30.019,27.807,26.451,30.704,19.144,13.752,12.764,13.445,42.284
2006,46.202,38.598,33.29,30.019,27.807,42.284,30.704,19.144,13.752,12.764,40.338
2007,51.87,46.202,38.598,33.29,30.019,40.338,42.284,30.704,19.144,13.752,1358.859
2008,51.87,51.87,46.202,38.598,33.29,1358.859,40.338,42.284,30.704,19.144,4394.207
2009,1751.768,51.87,51.87,46.202,38.598,4394.207,1358.859,40.338,42.284,30.704,1548.566
2010,1765.813,1751.768,51.87,51.87,46.202,1548.566,4394.207,1358.859,40.338,42.284,835.421
2011,823.716,1765.813,1751.768,51.87,51.87,835.421,1548.566,4394.207,1358.859,40.338,556.947
2012,525.444,823.716,1765.813,1751.768,51.87,556.947,835.421,1548.566,4394.207,1358.859,422.076
2013,400.915,525.444,823.716,1765.813,1751.768,422.076,556.947,835.421,1548.566,4394.207,340.877
2014,323.579,400.915,525.444,823.716,1765.813,340.877,422.076,556.947,835.421,1548.566,284.238
2015,275.959,323.579,400.915,525.444,823.716,284.238,340.877,422.076,556.947,835.421,246.988
2016,243.52,275.959,323.579,400.915,525.444,246.988,284.238,340.877,422.076,556.947,236.486
2017,238.743,243.52,275.959,323.579,400.915,236.486,246.988,284.238,340.877,422.076,245.976
2018,218.269,238.743,243.52,275.959,323.579,245.976,236.486,246.988,284.238,340.877,245.953
2019,195.679,218.269,238.743,243.52,275.959,245.953,245.976,236.486,246.988,284.238,243.01
2020,177.503,195.679,218.269,238.743,243.52,243.01,245.953,245.976,236.486,246.988,219.935
2021,170.877,177.503,195.679,218.269,238.743,219.935,243.01,245.953,245.976,236.486,204.026
2022,167.163,170.877,177.503,195.679,218.269,204.026,219.935,243.01,245.953,245.976,197.881
2023,155.593,167.163,170.877,177.503,195.679,197.881,204.026,219.935,243.01,245.953,182.288
2024,144.931,155.593,167.163,170.877,177.503,182.288,197.881,204.026,219.935,243.01,169.797
2025,135.273,144.931,155.593,167.163,170.877,169.797,182.288,197.881,204.026,219.935,163.632
2026,127.891,135.273,144.931,155.593,167.163,163.632,169.797,182.288,197.881,204.026,154.21
2027,121.339,127.891,135.273,144.931,155.593,154.21,163.632,169.797,182.288,197.881,143.027
2028,115.063,121.339,127.891,135.273,144.931,143.027,154.21,163.632,169.797,182.288,134.341
2029,110.334,115.063,121.339,127.891,135.273,134.341,143.027,154.21,163.632,169.797,128.234
2030,105.918,110.334,115.063,121.339,127.891,128.234,134.341,143.027,154.21,163.632,122.852
2031,101.997,105.918,110.334,115.063,121.339,122.852,128.234,134.341,143.027,154.21,116.867
2032,97.183,101.997,105.918,110.334,115.063,116.867,122.852,128.234,134.341,143.027,111.01
2033,92.412,97.183,101.997,105.918,110.334,111.01,116.867,122.852,128.234,134.341,105.377
2034,89.096,92.412,97.183,101.997,105.918,105.377,111.01,116.867,122.852,128.234,100.849
2035,85.622,89.096,92.412,97.183,101.997,100.849,105.377,111.01,116.867,122.852,98.618
2036,83.285,85.622,89.096,92.412,97.183,98.618,100.849,105.377,111.01,116.867,96.924
